Invoice/Item Number,Date,Store Number,City,Zip Code,Item Number,Item Description,Pack,Bottle Volume (ml),Bottles Sold,Sale (Dollars),Volume Sold (Liters)
INV-11223500038,03/30/2018,4463,Garner,50438,77703,Smirnoff Passion Fruit,12,750,3,$12.38,2.25
INV-11223500037,03/30/2018,4463,Garner,50438,82866,Dekuyper Watermelon Pucker,12,750,4,$9.71,3.00
INV-11223500036,03/30/2018,4463,Garner,50438,81204,Paramount Peppermint Schnapps,24,375,1,$82.08,0.37
INV-11223500035,03/30/2018,4463,Garner,50438,76488,Paramount Amaretto,6,1750,1,$72.66,1.75
INV-11223500034,03/30/2018,4463,Garner,50438,71529,Tooters Ala Bama Slama,12,375,1,$108.00,0.37
INV-11223500033,03/30/2018,4463,Garner,50438,69636,Dr. Mcgillicuddy's Cherry Schnapps,12,750,6,$12.99,4.50
INV-11223500032,03/30/2018,4463,Garner,50438,67526,Kahlua Coffee Liqueur,12,750,4,$17.99,3.00
INV-11223500031,03/30/2018,4463,Garner,50438,55088,Paramount Blackberry Brandy,6,1750,1,$101.64,1.75
INV-11223500030,03/30/2018,4463,Garner,50438,55084,Paramount Blackberry Brandy,24,375,1,$127.92,0.37
INV-11223500029,03/30/2018,4463,Garner,50438,52835,Korbel Brandy Pet,6,1750,1,$102.00,1.75
INV-11223500028,03/30/2018,4463,Garner,50438,43338,Captain Morgan Spiced Rum,6,1750,1,$162.00,1.75
INV-11223500027,03/30/2018,4463,Garner,50438,43336,Captain Morgan Original Spiced,12,750,1,$163.08,0.75
INV-11223500026,03/30/2018,4463,Garner,50438,43232,Captain Morgan Parrot Bay Key Lime,12,750,3,$11.24,2.25
INV-11223500025,03/30/2018,4463,Garner,50438,43145,Bacardi Pineapple,12,750,3,$12.39,2.25
INV-11223500024,03/30/2018,4463,Garner,50438,43137,Bacardi Limon,12,1000,4,$14.25,4.00
INV-11223500023,03/30/2018,4463,Garner,50438,43038,Bacardi Gold Rum,6,1750,1,$135.00,1.75
INV-11223500022,03/30/2018,4463,Garner,50438,42716,Malibu Coconut Rum,12,750,6,$11.24,4.50
INV-11223500021,03/30/2018,4463,Garner,50438,38008,Smirnoff PET 80prf,6,1750,1,$132.78,1.75
INV-11223500020,03/30/2018,4463,Garner,50438,37996,Smirnoff 80prf,12,750,6,$12.38,4.50
INV-11223500019,03/30/2018,4463,Garner,50438,37994,Smirnoff 80prf,24,375,1,$171.12,0.37
INV-11223500018,03/30/2018,4463,Garner,50438,37936,Skol Vodka,12,750,6,$5.46,4.50
INV-11223500017,03/30/2018,4463,Garner,50438,37418,Popov Vodka 80 Prf,6,1750,1,$76.50,1.75
INV-11223500016,03/30/2018,4463,Garner,50438,36904,Mccormick Vodka Pet,24,375,1,$64.80,0.37
INV-11223500015,03/30/2018,4463,Garner,50438,34820,Svedka Vodka,12,750,1,$148.56,0.75
INV-11223500014,03/30/2018,4463,Garner,50438,34436,Grey Goose Vodka L'orange,6,750,3,$27.74,2.25
INV-11223500013,03/30/2018,4463,Garner,50438,34433,Grey Goose Vodka,12,750,4,$27.74,3.00
INV-11223500012,03/30/2018,4463,Garner,50438,34008,Absolut Swedish Vodka 80 Prf,6,1750,1,$179.94,1.75
INV-11223500011,03/30/2018,4463,Garner,50438,33286,Seagrams Peach Twisted Gin,12,750,3,$9.74,2.25
INV-11223500010,03/30/2018,4463,Garner,50438,33256,Seagrams Lime Twisted Gin,12,750,3,$9.74,2.25
INV-11223500009,03/30/2018,4463,Garner,50438,32236,Seagrams Extra Dry Gin,12,750,3,$9.74,2.25
INV-11223500008,03/30/2018,4463,Garner,50438,28236,Bombay Sapphire Gin,12,750,6,$20.25,4.50
INV-11223500007,03/30/2018,4463,Garner,50438,26826,Jack Daniels Old #7 Black Lbl,12,750,4,$23.36,3.00
INV-11223500006,03/30/2018,4463,Garner,50438,25608,Seagrams 7 Crown Bl Whiskey,6,1750,2,$107.64,3.50
INV-11223500005,03/30/2018,4463,Garner,50438,12668,Canadian Woods Canadian Why,6,1750,1,$85.44,1.75
INV-11223500004,03/30/2018,4463,Garner,50438,12404,Canadian Ltd Whisky,24,375,1,$73.92,0.37
INV-11223500003,03/30/2018,4463,Garner,50438,11296,Crown Royal,12,750,1,$280.68,0.75
INV-11223500002,03/30/2018,4463,Garner,50438,10628,Canadian Club Whisky,6,1750,1,$127.56,1.75
INV-11223500001,03/30/2018,4463,Garner,50438,5006,Glenfiddich 12yr Special Reserve,12,750,3,$34.47,2.25
INV-11223400024,03/30/2018,3698,West Des Moines,50266,4374,Balvenie 15yr Sherry Cask,6,750,2,$87.75,1.50
INV-11223400023,03/30/2018,3698,West Des Moines,50266,65125,Grand Marnier Cordon Rouge,12,375,2,$14.99,0.75
INV-11223400022,03/30/2018,3698,West Des Moines,50266,41846,Everclear Alcohol,12,750,2,$13.50,1.50
INV-11223400021,03/30/2018,3698,West Des Moines,50266,64868,Fireball Cinnamon Whiskey,6,1750,1,$138.00,1.75
INV-11223400020,03/30/2018,3698,West Des Moines,50266,15940,Tullamore Dew Irish Whisky,12,750,2,$22.50,1.50
INV-11223400019,03/30/2018,3698,West Des Moines,50266,64759,Ciroc Red Berry,24,200,2,$7.50,0.40
INV-11223400018,03/30/2018,3698,West Des Moines,50266,64571,Ciroc Pineapple,24,200,2,$7.50,0.40
INV-11223400017,03/30/2018,3698,West Des Moines,50266,19473,Maker's Mark,24,200,3,$7.50,0.60
INV-11223400016,03/30/2018,3698,West Des Moines,50266,43529,La Hechicera Aged Rum,6,750,1,$198.00,0.75
INV-11223400015,03/30/2018,3698,West Des Moines,50266,48101,Hennessy Vs Cognac Minis,10,600,1,$42.21,0.60
INV-11223400014,03/30/2018,3698,West Des Moines,50266,19880,Michter's US*1 Small Batch Bourbon Whiskey,6,750,1,$201.78,0.75
INV-11223400013,03/30/2018,3698,West Des Moines,50266,15644,Jameson,24,375,4,$10.11,1.50
INV-11223400012,03/30/2018,3698,West Des Moines,50266,34423,Grey Goose Vodka,12,375,4,$13.50,1.50
INV-11223400011,03/30/2018,3698,West Des Moines,50266,64870,Fireball Cinnamon,48,100,1,$64.80,0.10
INV-11223400010,03/30/2018,3698,West Des Moines,50266,38008,Smirnoff PET 80prf,6,1750,1,$132.78,1.75
INV-11223400009,03/30/2018,3698,West Des Moines,50266,41693,Uv Blue (raspberry) Vodka,12,750,6,$9.75,4.50
INV-11223400008,03/30/2018,3698,West Des Moines,50266,11788,Black Velvet,6,1750,1,$94.08,1.75
INV-11224700023,03/30/2018,4462,Buffalo Center,50424,15247,Windsor Canadian,12,1000,1,$113.28,1.00
INV-11224700022,03/30/2018,4462,Buffalo Center,50424,11788,Black Velvet,6,1750,2,$94.08,3.50
INV-11224700021,03/30/2018,4462,Buffalo Center,50424,35418,Burnett's Vodka 80 Prf,6,1750,1,$85.32,1.75
INV-11224700020,03/30/2018,4462,Buffalo Center,50424,35318,Barton Vodka,6,1750,1,$62.28,1.75
INV-11224700019,03/30/2018,4462,Buffalo Center,50424,64870,Fireball Cinnamon,48,100,10,$1.35,1.00
INV-11224700018,03/30/2018,4462,Buffalo Center,50424,52596,E & J Vs,12,750,4,$9.00,3.00
INV-11224700017,03/30/2018,4462,Buffalo Center,50424,11296,Crown Royal,12,750,2,$23.39,1.50
INV-11224700016,03/30/2018,4462,Buffalo Center,50424,10791,Crown Royal Vanilla,12,750,2,$23.39,1.50
INV-11224700015,03/30/2018,4462,Buffalo Center,50424,38176,Titos Handmade Vodka,12,750,2,$14.46,1.50
INV-11224700014,03/30/2018,4462,Buffalo Center,50424,75214,Kinky Blue,12,750,2,$15.00,1.50
INV-11224700013,03/30/2018,4462,Buffalo Center,50424,75211,Kinky Liqueur,12,750,2,$15.00,1.50
INV-11224700012,03/30/2018,4462,Buffalo Center,50424,19066,Jim Beam,12,750,2,$15.74,1.50
INV-11224700011,03/30/2018,4462,Buffalo Center,50424,12888,Rich & Rare Canadian Whisky,6,1750,2,$13.47,3.50
INV-11224700010,03/30/2018,4462,Buffalo Center,50424,43136,Bacardi Limon,12,750,2,$12.39,1.50
INV-11224700009,03/30/2018,4462,Buffalo Center,50424,52319,Christian Bros Brandy-Round,12,1000,2,$10.67,2.00
INV-11224700008,03/30/2018,4462,Buffalo Center,50424,55086,Paramount Blackberry Brandy,12,750,2,$8.22,1.50
INV-11224700007,03/30/2018,4462,Buffalo Center,50424,64866,Fireball Cinnamon Whiskey,12,750,2,$13.50,1.50
INV-11224700006,03/30/2018,4462,Buffalo Center,50424,52593,E & J Vs Brandy,24,200,2,$3.00,0.40
INV-11224700005,03/30/2018,4462,Buffalo Center,50424,11774,Black Velvet,24,375,2,$4.61,0.75
INV-11224700004,03/30/2018,4462,Buffalo Center,50424,19063,Jim Beam,48,200,2,$5.25,0.40
INV-11224700003,03/30/2018,4462,Buffalo Center,50424,86883,Southern Comfort,48,200,2,$3.96,0.40
INV-11224700002,03/30/2018,4462,Buffalo Center,50424,75212,Kinky Blue Mini,6,500,2,$7.26,1.00
INV-11224700001,03/30/2018,4462,Buffalo Center,50424,75208,Kinky Liqueur Mini,6,500,2,$7.26,1.00
INV-11224600041,03/30/2018,3842,Bancroft,50517,16988,Bourbon Supreme Bourbon,6,1750,1,$87.06,1.75
INV-11224600040,03/30/2018,3842,Bancroft,50517,68752,Mullins Irish Cream Liqueur,6,750,1,$56.16,0.75
INV-11223400007,03/30/2018,3698,West Des Moines,50266,11296,Crown Royal,12,750,1,$280.68,0.75
INV-11223400006,03/30/2018,3698,West Des Moines,50266,11285,Crown Royal Xr Canadian Whiskey,6,750,1,$99.74,0.75
INV-11223400005,03/30/2018,3698,West Des Moines,50266,43316,Captain Morgan Private Stock Rum,12,750,3,$17.99,2.25
INV-11223400004,03/30/2018,3698,West Des Moines,50266,87485,Don Julio Blanco Tequila,6,750,1,$247.44,0.75
INV-11223400003,03/30/2018,3698,West Des Moines,50266,48105,Hennessy VS,12,375,1,$188.88,0.37
INV-11223400002,03/30/2018,3698,West Des Moines,50266,52316,Christian Bros Brandy,12,750,4,$8.88,3.00
INV-11223400001,03/30/2018,3698,West Des Moines,50266,48106,Hennessy Vs Cognac,12,750,2,$359.88,1.50
INV-11223300001,03/30/2018,3698,West Des Moines,50266,902896,Schladerer Kirschwasser,6,750,1,$210.00,0.75
INV-11223200028,03/30/2018,5131,Des Moines,50316,53211,Paul Masson Vs Brandy Mini,10,600,2,$10.68,1.20
INV-11223200027,03/30/2018,5131,Des Moines,50316,52591,E & J Vs Brandy Mini,10,500,1,$11.52,0.50
INV-11223200026,03/30/2018,5131,Des Moines,50316,52579,E & J Vsop Superior Reserve Mini,10,500,1,$11.52,0.50
INV-11223200025,03/30/2018,5131,Des Moines,50316,36901,McCormick Vodka Mini,6,500,2,$7.05,1.00
INV-11223200024,03/30/2018,5131,Des Moines,50316,10803,Crown Royal Regal Apple Mini,10,300,3,$11.03,0.90
INV-11223200023,03/30/2018,5131,Des Moines,50316,37998,Smirnoff 80prf,6,1750,2,$22.13,3.50
INV-11223200022,03/30/2018,5131,Des Moines,50316,42699,Malibu Mango Rum,12,750,2,$11.24,1.50
INV-11223200021,03/30/2018,5131,Des Moines,50316,34003,Absolut Swedish Vodka 80 Prf,24,200,1,$143.76,0.20
INV-11223200020,03/30/2018,5131,Des Moines,50316,36974,Nikolai Vodka,24,375,1,$61.68,0.37
INV-11223200019,03/30/2018,5131,Des Moines,50316,36904,Mccormick Vodka Pet,24,375,1,$64.80,0.37
INV-11223200018,03/30/2018,5131,Des Moines,50316,36903,Mccormick Vodka,48,200,1,$81.60,0.20
INV-11223200017,03/30/2018,5131,Des Moines,50316,36886,Mccormick Vodka,12,750,1,$59.64,0.75
INV-11223200016,03/30/2018,5131,Des Moines,50316,48099,Hennessy VS,24,200,2,$224.64,0.40
INV-11223200015,03/30/2018,5131,Des Moines,50316,48105,Hennessy VS,12,375,2,$188.88,0.75
INV-11223200014,03/30/2018,5131,Des Moines,50316,52582,E & J Vsop Superior Reserve,12,750,4,$10.86,3.00
INV-11223200013,03/30/2018,5131,Des Moines,50316,52581,E & J Vsop Superior Reserve,24,375,1,$135.12,0.37
INV-11223200012,03/30/2018,5131,Des Moines,50316,52593,E & J Vs Brandy,24,200,1,$72.00,0.20
INV-11223200011,03/30/2018,5131,Des Moines,50316,53216,Paul Masson Grande Amber Brandy,12,750,1,$113.28,0.75
INV-11223200010,03/30/2018,5131,Des Moines,50316,53213,Paul Masson Grande Amber Brandy,24,200,1,$70.56,0.20
INV-11223200009,03/30/2018,5131,Des Moines,50316,65253,Jagermeister Liqueur,48,200,4,$5.27,0.80
INV-11223200008,03/30/2018,5131,Des Moines,50316,10807,Crown Royal Regal Apple,12,750,4,$23.39,3.00
INV-11223200007,03/30/2018,5131,Des Moines,50316,10805,Crown Royal Regal Apple,24,375,1,$288.00,0.37
INV-11223200006,03/30/2018,5131,Des Moines,50316,32233,Seagrams Extra Dry Gin,48,200,1,$143.52,0.20
INV-11223200005,03/30/2018,5131,Des Moines,50316,49185,Remy Martin VSOP (flask),12,375,1,$204.48,0.37
INV-11223200004,03/30/2018,5131,Des Moines,50316,49189,Remy Martin VSOP,24,200,1,$233.28,0.20
INV-11223200003,03/30/2018,5131,Des Moines,50316,64913,Ciroc Mango,12,375,1,$166.50,0.37
INV-11223200002,03/30/2018,5131,Des Moines,50316,48164,Hennessy VSOP Privilege,12,750,1,$539.88,0.75
INV-11223200001,03/30/2018,5131,Des Moines,50316,5346,Johnnie Walker Red,12,750,3,$20.25,2.25
INV-11223100026,03/30/2018,4186,Des Moines,50321,89196,Jose Cuervo Especial Reposado Tequila,12,750,2,$16.61,1.50
INV-11223100025,03/30/2018,4186,Des Moines,50321,36301,Hawkeye Vodka 80 Prf Mini,12,500,2,$6.20,1.00
INV-11223100024,03/30/2018,4186,Des Moines,50321,37991,Smirnoff 80prf Mini,12,500,2,$11.21,1.00
INV-11223100023,03/30/2018,4186,Des Moines,50321,26821,Jack Daniels Old #7 Black Lbl Mini,12,500,1,$13.59,0.50
INV-11223100022,03/30/2018,4186,Des Moines,50321,25601,Seagrams 7 Crown Bl Whiskey Mini,12,500,1,$9.26,0.50
INV-11223100021,03/30/2018,4186,Des Moines,50321,34001,Absolut Swedish Vodka 80 Prf Mini,10,600,1,$11.88,0.60
INV-11222200011,03/30/2018,4516,Oakland,51560,34004,Absolut Swedish Vodka 80 Prf,24,375,1,$233.76,0.37
INV-11222200010,03/30/2018,4516,Oakland,51560,26826,Jack Daniels Old #7 Black Lbl,12,750,1,$280.32,0.75
INV-11222200009,03/30/2018,4516,Oakland,51560,26824,Jack Daniels Old #7 Black Lbl Square,24,375,1,$270.00,0.37
INV-11222200008,03/30/2018,4516,Oakland,51560,26821,Jack Daniels Old #7 Black Lbl Mini,12,500,1,$163.08,0.50
INV-11222200007,03/30/2018,4516,Oakland,51560,19066,Jim Beam,12,750,1,$188.88,0.75
INV-11222200006,03/30/2018,4516,Oakland,51560,11776,Black Velvet,12,750,1,$94.20,0.75
INV-11222200005,03/30/2018,4516,Oakland,51560,11774,Black Velvet,24,375,1,$110.64,0.37
INV-11222200004,03/30/2018,4516,Oakland,51560,11773,Black Velvet,48,200,1,$112.32,0.20
INV-11222200003,03/30/2018,4516,Oakland,51560,11290,Crown Royal Canadian Whisky Mini,10,300,1,$110.30,0.30
INV-11222200002,03/30/2018,4516,Oakland,51560,5346,Johnnie Walker Red,12,750,1,$243.00,0.75
INV-11222200001,03/30/2018,4516,Oakland,51560,5345,Johnnie Walker Red,24,375,1,$288.00,0.37
INV-11222100032,03/30/2018,2445,Oakland,51560,10838,Crown Royal Black,6,1750,1,$50.69,1.75
INV-11222100031,03/30/2018,2445,Oakland,51560,26824,Jack Daniels Old #7 Black Lbl Square,24,375,4,$11.25,1.50
INV-11222100030,03/30/2018,2445,Oakland,51560,68127,Carolan's Irish Cream Liqueur,12,1000,2,$15.65,2.00
INV-11222100029,03/30/2018,2445,Oakland,51560,11297,Crown Royal Canadian Whisky,12,1000,2,$28.34,2.00
INV-11222100028,03/30/2018,2445,Oakland,51560,67556,Kamora Coffee Liqueur,12,750,2,$9.71,1.50
INV-11222100027,03/30/2018,2445,Oakland,51560,65200,Tequila Rose Liqueur,12,750,2,$14.24,1.50
INV-11222100026,03/30/2018,2445,Oakland,51560,88296,Patron Tequila Silver,12,750,1,$40.50,0.75
INV-11222100025,03/30/2018,2445,Oakland,51560,14192,Pendleton Canadian Whisky,12,750,1,$19.65,0.75
INV-11222100024,03/30/2018,2445,Oakland,51560,37994,Smirnoff 80prf,24,375,3,$7.13,1.12
INV-11222100023,03/30/2018,2445,Oakland,51560,82847,Dekuyper Luscious Peachtree,12,1000,3,$11.81,3.00
INV-11222100022,03/30/2018,2445,Oakland,51560,43127,Bacardi Superior Rum,12,1000,2,$14.25,2.00
INV-11222100021,03/30/2018,2445,Oakland,51560,31657,Paramount Gin,12,1000,2,$6.45,2.00
INV-11222100020,03/30/2018,2445,Oakland,51560,52186,Christian Bros Grand Reserve Vsop,12,750,2,$10.38,1.50
INV-11222100019,03/30/2018,2445,Oakland,51560,86887,Southern Comfort,12,1000,2,$19.46,2.00
INV-11222100018,03/30/2018,2445,Oakland,51560,41989,Uv Cake Vodka,12,750,2,$9.75,1.50
INV-11222100017,03/30/2018,2445,Oakland,51560,10628,Canadian Club Whisky,6,1750,1,$21.26,1.75
INV-11222100016,03/30/2018,2445,Oakland,51560,12408,Canadian Ltd Whisky,6,1750,1,$13.71,1.75
INV-11222100015,03/30/2018,2445,Oakland,51560,15247,Windsor Canadian,12,1000,3,$9.44,3.00
INV-11222100014,03/30/2018,2445,Oakland,51560,10550,Black Velvet Toasted Caramel,12,750,2,$10.13,1.50
INV-11222100013,03/30/2018,2445,Oakland,51560,5347,Johnnie Walker Red Label Scotch,12,1000,2,$25.65,2.00
INV-11222100012,03/30/2018,2445,Oakland,51560,22787,Beam's 8 Star Bl Whiskey,12,1000,2,$6.29,2.00
INV-11222100011,03/30/2018,2445,Oakland,51560,35914,Five O'clock Vodka,24,375,1,$69.60,0.37
INV-11222100010,03/30/2018,2445,Oakland,51560,43337,Captain Morgan Spiced Rum,12,1000,1,$211.56,1.00
INV-11222100009,03/30/2018,2445,Oakland,51560,35918,Five O'clock Vodka,6,1750,2,$64.80,3.50
INV-11222100008,03/30/2018,2445,Oakland,51560,35917,Five O'clock Vodka,12,1000,1,$75.12,1.00
INV-11222100007,03/30/2018,2445,Oakland,51560,41604,Uv Grape Vodka,12,750,1,$117.00,0.75
INV-11222100006,03/30/2018,2445,Oakland,51560,10627,Canadian Club Whisky,12,1000,1,$174.84,1.00
INV-11222100005,03/30/2018,2445,Oakland,51560,12478,Canadian Mist Canadian Why Pet,6,1750,1,$99.54,1.75
INV-11222100004,03/30/2018,2445,Oakland,51560,13038,Canadian Reserve Whisky,6,1750,1,$81.00,1.75
INV-11222100003,03/30/2018,2445,Oakland,51560,21597,Ten High,12,1000,1,$88.92,1.00
INV-11222100002,03/30/2018,2445,Oakland,51560,26827,Jack Daniels Old #7 Black Lbl,12,1000,1,$340.08,1.00
INV-11222100001,03/30/2018,2445,Oakland,51560,25608,Seagrams 7 Crown Bl Whiskey,6,1750,1,$107.64,1.75
INV-11222000013,03/30/2018,4503,Treynor,51575,5347,Johnnie Walker Red Label Scotch,12,1000,3,$25.65,3.00
INV-11222000012,03/30/2018,4503,Treynor,51575,86884,Southern Comfort,24,375,6,$7.17,2.25
INV-11222000011,03/30/2018,4503,Treynor,51575,73052,Rumchata,12,375,1,$126.00,0.37
INV-11222000010,03/30/2018,4503,Treynor,51575,64865,Fireball Cinnamon Whiskey PET,12,750,6,$13.47,4.50
INV-11222000009,03/30/2018,4503,Treynor,51575,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,1,$45.00,3.00
INV-11222000008,03/30/2018,4503,Treynor,51575,43073,Admiral Nelson Spiced 101,12,750,6,$11.21,4.50
INV-11222000007,03/30/2018,4503,Treynor,51575,37996,Smirnoff 80prf,12,750,6,$12.38,4.50
INV-11222000006,03/30/2018,4503,Treynor,51575,36903,Mccormick Vodka,48,200,1,$81.60,0.20
INV-11222000005,03/30/2018,4503,Treynor,51575,35916,Five O'clock Vodka,12,750,2,$60.72,1.50
INV-11222000004,03/30/2018,4503,Treynor,51575,35416,Burnett's Vodka 80 Prf,12,750,6,$6.72,4.50
INV-11222000003,03/30/2018,4503,Treynor,51575,25604,Seagrams 7 Crown Bl Whiskey,24,375,12,$5.25,4.50
INV-11222000002,03/30/2018,4503,Treynor,51575,19066,Jim Beam,12,750,1,$188.88,0.75
INV-11222000001,03/30/2018,4503,Treynor,51575,11774,Black Velvet,24,375,6,$4.61,2.25
INV-11221900001,03/30/2018,3477,Council Bluffs,51501,59162,1800 Ultimate Pineapple Margarita,6,1750,24,$90.36,42.00
INV-11221800066,03/30/2018,3477,Council Bluffs,51501,10808,Crown Royal Regal Apple,12,1000,1,$340.08,1.00
INV-11221800065,03/30/2018,3477,Council Bluffs,51501,17958,Evan Williams Yr Str Bourbon,6,1750,3,$139.50,5.25
INV-11221800064,03/30/2018,3477,Council Bluffs,51501,38008,Smirnoff PET 80prf,6,1750,1,$132.78,1.75
INV-11221800063,03/30/2018,3477,Council Bluffs,51501,43027,Admiral Nelson Spiced Rum,12,1000,1,$131.04,1.00
INV-11221800062,03/30/2018,3477,Council Bluffs,51501,43077,Admiral Nelson Coconut Rum,12,1000,1,$131.04,1.00
INV-11221800061,03/30/2018,3477,Council Bluffs,51501,19478,Maker's Mark,6,1750,1,$292.50,1.75
INV-11221800060,03/30/2018,3477,Council Bluffs,51501,37988,Skyy Vodka,6,1750,1,$154.38,1.75
INV-11221800059,03/30/2018,3477,Council Bluffs,51501,82627,Dekuyper Cherry Pucker,12,1000,1,$141.72,1.00
INV-11221800058,03/30/2018,3477,Council Bluffs,51501,23828,Five Star,6,1750,1,$68.58,1.75
INV-11221800057,03/30/2018,3477,Council Bluffs,51501,88296,Patron Tequila Silver,12,750,2,$486.00,1.50
INV-11221800056,03/30/2018,3477,Council Bluffs,51501,34458,Ketel One Imported Vodka,6,1750,2,$198.00,3.50
INV-11221800055,03/30/2018,3477,Council Bluffs,51501,89278,El Jimador Reposado Tequila,12,750,1,$209.76,0.75
INV-11221800054,03/30/2018,3477,Council Bluffs,51501,75087,Juarez Gold Dss,12,1000,8,$93.12,8.00
INV-11221800053,03/30/2018,3477,Council Bluffs,51501,17916,Elijah Craig,12,750,1,$269.52,0.75
INV-11221800052,03/30/2018,3477,Council Bluffs,51501,86390,Montezuma Triple Sec,12,1000,1,$38.40,1.00
INV-11221800051,03/30/2018,3477,Council Bluffs,51501,66936,Grangala Triple Orange Liqueur,12,750,1,$198.36,0.75
INV-11221800050,03/30/2018,3477,Council Bluffs,51501,67267,Yukon Jack Canadian Liqueur,12,1000,1,$211.56,1.00
INV-11221800049,03/30/2018,3477,Council Bluffs,51501,45278,Paramount White Rum,6,1750,2,$70.56,3.50
INV-11221800048,03/30/2018,3477,Council Bluffs,51501,22157,Wild Turkey 101,12,1000,2,$290.88,2.00
INV-11221800047,03/30/2018,3477,Council Bluffs,51501,58838,Jose Cuervo Authentic Lime Margarita,6,1750,3,$78.66,5.25
INV-11221800046,03/30/2018,3477,Council Bluffs,51501,41705,Uv Red (cherry) Vodka,12,1000,1,$135.00,1.00
INV-11224400001,03/30/2018,2585,Algona,50511,19064,Jim Beam,24,375,1,$198.00,0.37
INV-11224300001,03/30/2018,2806,Clinton,52732,43128,Bacardi Superior Rum,6,1750,1,$135.00,1.75
INV-11224200001,03/30/2018,3987,Algona,50511,43352,Captain Morgan Pineapple,12,750,1,$148.68,0.75
INV-11224100038,03/30/2018,3987,Algona,50511,64892,Dubliner Honeycomb Liqueur,6,750,1,$135.00,0.75
INV-11224100037,03/30/2018,3987,Algona,50511,43331,Captain Morgan Spiced Rum Mini,12,500,2,$7.20,1.00
INV-11224100036,03/30/2018,3987,Algona,50511,10803,Crown Royal Regal Apple Mini,10,300,2,$11.03,0.60
INV-11224100035,03/30/2018,3987,Algona,50511,36301,Hawkeye Vodka 80 Prf Mini,12,500,1,$6.20,0.50
INV-11224100034,03/30/2018,3987,Algona,50511,44350,Calico Jack Cherry,12,750,2,$9.44,1.50
INV-11224100033,03/30/2018,3987,Algona,50511,43037,Bacardi Gold Rum,12,1000,3,$14.25,3.00
INV-11224100032,03/30/2018,3987,Algona,50511,64636,Campari Italian Aperitivo,12,750,1,$22.50,0.75
INV-11224100031,03/30/2018,3987,Algona,50511,72915,Captain Morgan Watermelon Smash Mini,12,50,1,$7.44,0.05
INV-11224100030,03/30/2018,3987,Algona,50511,44520,Cruzan Vanilla Rum,12,750,4,$10.25,3.00
INV-11224100029,03/30/2018,3987,Algona,50511,36305,Hawkeye Vodka,12,750,1,$60.12,0.75
INV-11224100028,03/30/2018,3987,Algona,50511,35926,Five O'clock PET Vodka,12,750,1,$60.72,0.75
INV-11224100027,03/30/2018,3987,Algona,50511,35918,Five O'clock Vodka,6,1750,2,$64.80,3.50
INV-11224100026,03/30/2018,3987,Algona,50511,36971,New Amsterdam Vodka,6,1750,1,$126.00,1.75
INV-11224100025,03/30/2018,3987,Algona,50511,36978,Nikolai Vodka,6,1750,1,$62.28,1.75
INV-11224100024,03/30/2018,3987,Algona,50511,36908,Mccormick Vodka Pet,6,1750,1,$67.26,1.75
INV-11224100023,03/30/2018,3987,Algona,50511,86637,Tortilla Triple Sec,12,1000,1,$54.24,1.00
INV-11224100022,03/30/2018,3987,Algona,50511,69638,Dr. Mcgillicuddy's Cherry Schnapps,6,1750,1,$131.94,1.75
